"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene_254",87.6293576738138,-0.0579822914526239,0.428359995624482,-0.13535879177535,0.892328203615225,NA
"gene_256",80.0004101253749,-0.0679636560884667,0.36776190459376,-0.184803415578188,0.853383228762462,NA
"gene_257",93.8511599724331,0.465880693503888,0.358776507620677,1.29852619557925,0.194106580772874,NA
"gene_258",91.7505384580816,-0.518222633040905,0.385183223555559,-1.34539253360332,0.178498505143717,NA
"gene_259",91.5599858013915,-0.499691408977947,0.355359111611167,-1.40615898861406,0.159676919221771,NA
"gene_261",87.6599471876652,0.434146530528132,0.367326342659101,1.18190959947309,0.237241572611469,NA
"gene_262",77.09037334851,-0.315428266160115,0.398042007605944,-0.792449691572213,0.428098514793976,NA
"gene_263",86.3260235220146,-0.363376440713482,0.352940272935297,-1.02956921773588,0.303212271493649,NA
"gene_264",88.6833365271464,-0.325493566907042,0.364956770690762,-0.891868826795494,0.372463245188587,NA
"gene_268",63.0505279164771,0.0263463789824014,0.355474221576733,0.0741161450907469,0.940917968669275,NA
"gene_270",74.875378422542,-0.254952400324727,0.390177214699576,-0.653427188261192,0.513480915730491,NA
"gene_271",65.8407655121647,-0.0714175068052133,0.434882097660748,-0.164222687457984,0.869555841559859,NA
"gene_272",81.9136265090587,-0.228588766586611,0.406780327404496,-0.561946463943193,0.574152495203276,NA
"gene_274",70.7984161053997,-0.298903617397732,0.370639762428103,-0.80645318634887,0.41998159032502,NA
"gene_275",72.7353697738487,0.396632417925623,0.361941759228459,1.09584596917226,0.273146187470001,NA
"gene_276",75.9815049591214,0.357916585664948,0.372328996961061,0.961291192967116,0.336405774895617,NA
"gene_279",86.3633247205143,-0.154844756208573,0.351943947061207,-0.439969936978753,0.659958881202522,NA
"gene_281",78.7262846551323,-0.275424574176624,0.409995989889447,-0.671773824546164,0.501727694934327,NA
"gene_282",81.6904823036617,0.663978922840102,0.422120886952478,1.57295917677453,0.115728271168134,NA
"gene_283",66.170464945057,0.345350340992539,0.380738984892408,0.907052743995025,0.364378906059766,NA
"gene_284",83.7794287013971,0.280818483177182,0.387281649832414,0.725101443093674,0.468389799170699,NA
"gene_285",70.7458191941061,-0.175872484238236,0.382853746260447,-0.459372504399092,0.645966689639175,NA
"gene_287",88.5706443205172,-0.524031414346709,0.378799362261187,-1.38340099417956,0.166541945889944,NA
"gene_288",76.7306057693729,0.47677340874574,0.394686307507855,1.2079806156849,0.227054718596835,NA
"gene_289",86.1853017478575,-0.181789149827596,0.376700868088314,-0.482582242908391,0.629392389828186,NA
"gene_290",74.8155152203376,0.934454875395035,0.386064436398523,2.42046349597046,0.0155007355216599,NA
"gene_291",58.5788701412944,0.163407089745655,0.360696654118801,0.453031897800289,0.650525772784197,NA
"gene_292",60.3624305792339,-0.739356321131578,0.371246493447616,-1.99155098884699,0.0464203454380948,NA
"gene_293",94.8283648385184,-0.0972468118873573,0.413026641062481,-0.235449247625279,0.813860066131723,NA
"gene_294",82.1905488265076,0.43901464771931,0.428351490253372,1.02489347582199,0.305413453355492,NA
"gene_295",92.7197258627505,-0.697591021017441,0.405430037782064,-1.72061997387679,0.085319806549557,NA
"gene_297",87.6334321364461,0.0673804926541887,0.364149394691803,0.185035300446445,0.853201347867115,NA
"gene_298",92.2447575808657,-0.571769147087588,0.353142927140181,-1.61908706969692,0.105428530491227,NA
"gene_299",56.4268156920173,0.344324521393123,0.405864988613548,0.848372072125142,0.39623079102018,NA
